Type,Severity,LocationLat,LocationLng
Snow,Light,41.9197,-84.5853
Snow,Light,41.9197,-84.5853
Snow,Light,41.9197,-84.5853
Fog,Severe,44.1246,-123.212
Cold,Severe,39.2972,-94.7306
Cold,Severe,42.6973,-73.1696
Fog,Moderate,30.3934,-86.4674
Cold,Severe,43.2111,-90.1873
Cold,Severe,41.1183,-95.9125
Cold,Severe,42.1933,-89.0933
Cold,Severe,40.0307,-86.2514
Snow,Light,30.1715,-96.9784
Rain,Light,29.5337,-98.4698
Hail,Other,29.5337,-98.4698
Cold,Severe,45.0002,-92.8549
Fog,Moderate,26.5849,-81.8615
Fog,Moderate,26.5849,-81.8615
Snow,Light,39.8466,-104.6562
Fog,Moderate,39.8466,-104.6562
Fog,Moderate,39.8466,-104.6562
Snow,Light,30.0292,-91.8845
Snow,Light,30.0292,-91.8845
Snow,Light,30.0292,-91.8845
Snow,Light,41.9855,-97.4351
Rain,Light,31.2589,-81.4661
Rain,Light,31.2589,-81.4661
Rain,Light,31.2589,-81.4661
Rain,Light,31.2589,-81.4661
Cold,Severe,41.3518,-89.1496
Rain,Light,32.1314,-81.2023
Rain,Light,32.1314,-81.2023
Snow,Light,30.8794,-96.9711
Cold,Severe,48.7838,-97.6296
Cold,Severe,40.0788,-95.59200000000001
Cold,Severe,40.8967,-97.6228
Cold,Severe,44.9839,-96.1788
Fog,Severe,44.095,-121.2
Fog,Severe,44.095,-121.2
Fog,Severe,44.095,-121.2
Rain,Light,29.0569,-80.9491
Snow,Light,41.8678,-84.0794
Fog,Moderate,41.8678,-84.0794
Snow,Light,41.8678,-84.0794
Cold,Severe,41.2984,-93.1114
Cold,Severe,42.224,-83.7397
Snow,Light,42.224,-83.7397
Snow,Light,42.224,-83.7397
Fog,Moderate,42.224,-83.7397
Snow,Light,40.204,-100.5904
Fog,Moderate,40.204,-100.5904
Snow,Light,41.5725,-86.7345
Snow,Light,41.5725,-86.7345
Fog,Moderate,41.5725,-86.7345
Snow,Light,39.001,-80.2712
Snow,Light,39.001,-80.2712
Snow,Light,39.001,-80.2712
Cold,Severe,44.5926,-92.4844
Rain,Light,28.804000000000002,-82.318
Rain,Light,28.804000000000002,-82.318
Rain,Light,28.804000000000002,-82.318
Rain,Light,28.804000000000002,-82.318
Rain,Light,28.804000000000002,-82.318
Snow,Light,46.3405,-87.3953
Snow,Light,46.3405,-87.3953
Snow,Light,46.3405,-87.3953
Fog,Moderate,46.3405,-87.3953
Snow,Light,46.3405,-87.3953
Snow,Light,46.3405,-87.3953
Snow,Light,35.6667,-75.9
Snow,Light,35.6667,-75.9
Fog,Severe,40.4518,-105.0113
Snow,Light,40.4518,-105.0113
Fog,Moderate,40.4518,-105.0113
Fog,Moderate,40.4518,-105.0113
Snow,Light,37.0513,-84.6168
Snow,Light,37.0513,-84.6168
Snow,Light,37.0513,-84.6168
Cold,Severe,45.1601,-93.846
Rain,Light,32.701,-80.003
Rain,Light,32.701,-80.003
Snow,Light,41.1195,-101.7697
Snow,Light,41.1195,-101.7697
Snow,Light,41.1195,-101.7697
Snow,Light,41.1195,-101.7697
Cold,Severe,46.7245,-92.0445
Fog,Moderate,42.6294,-83.9842
Snow,Light,42.6294,-83.9842
Fog,Moderate,42.6294,-83.9842
Fog,Severe,34.0235,-118.2912
Cold,Severe,34.0235,-118.2912
Fog,Severe,34.0235,-118.2912
Fog,Moderate,34.0235,-118.2912
Cold,Severe,46.4021,-94.1273
Cold,Severe,46.3809,-94.8066
Snow,Light,39.9012,-83.1369
Snow,Light,39.9012,-83.1369
Snow,Light,39.9012,-83.1369
Cold,Severe,39.6391,-90.7818
Cold,Severe,38.0431,-87.5203
Snow,Light,35.2322,-75.6225
Snow,Light,35.2322,-75.6225
Snow,Light,35.2322,-75.6225
Snow,Light,35.2322,-75.6225
Fog,Severe,46.1155,-122.8927
Fog,Severe,46.1155,-122.8927
Fog,Severe,46.1155,-122.8927
Fog,Severe,46.1155,-122.8927
Cold,Severe,45.6317,-89.4822
Rain,Light,26.4417,-98.1222
Rain,Light,26.4417,-98.1222
Rain,Light,26.4417,-98.1222
Rain,Light,26.4417,-98.1222
Rain,Light,26.4417,-98.1222
Rain,Light,26.4417,-98.1222
Rain,Light,26.4417,-98.1222
Snow,Light,26.4417,-98.1222
Rain,Light,26.4417,-98.1222
Rain,Light,26.4417,-98.1222
Snow,Light,40.0378,-105.2274
Snow,Light,40.0378,-105.2274
Snow,Light,40.0378,-105.2274
Snow,Light,40.0378,-105.2274
Fog,Moderate,40.0378,-105.2274
Snow,Light,43.4588,-83.4455
Snow,Light,43.4588,-83.4455
Snow,Light,30.5271,-98.3588
Snow,Light,30.5271,-98.3588
Cold,Severe,40.7729,-91.1254
Cold,Severe,43.3384,-73.6102
Fog,Severe,43.3384,-73.6102
Fog,Moderate,43.3384,-73.6102
Cold,Severe,43.3384,-73.6102
Cold,Severe,42.2204,-91.1604
Cold,Severe,40.6006,-98.4258
Rain,Light,28.4183,-81.3241
Rain,Light,28.3692,-97.7953
Rain,Light,28.3692,-97.7953
Cold,Severe,41.6031,-88.1016
Cold,Severe,41.7713,-88.4815
Snow,Light,44.6629,-104.5678
Snow,Light,46.68899999999999,-68.0448
Snow,Light,46.68899999999999,-68.0448
Rain,Light,33.3117,-79.3196
Snow,Light,41.6875,-69.9933
Fog,Severe,41.6875,-69.9933
Snow,Light,41.6875,-69.9933
Fog,Severe,41.6875,-69.9933
Snow,Light,41.6875,-69.9933
Rain,Light,25.9146,-97.4231
Rain,Light,25.9146,-97.4231
Fog,Moderate,34.021,-118.4471
Fog,Moderate,34.021,-118.4471
Fog,Moderate,45.2466,-122.7709
Fog,Moderate,45.2466,-122.7709
Fog,Moderate,32.8157,-117.1396
Fog,Severe,32.8157,-117.1396
Fog,Moderate,32.8157,-117.1396
Fog,Severe,32.8157,-117.1396
Fog,Moderate,32.8157,-117.1396
Fog,Severe,32.8157,-117.1396
Fog,Moderate,32.8157,-117.1396
Fog,Moderate,32.8157,-117.1396
Cold,Severe,42.5512,-94.1918
Snow,Light,37.9514,-79.8339
Cold,Severe,44.6799,-75.4642
Cold,Severe,44.6799,-75.4642
Fog,Moderate,44.6799,-75.4642
Snow,Light,44.6799,-75.4642
Cold,Severe,43.1544,-93.3261
Fog,Severe,42.79600000000001,-105.3804
Fog,Moderate,42.79600000000001,-105.3804
Fog,Moderate,42.79600000000001,-105.3804
Cold,Severe,38.9949,-79.1459
Cold,Severe,41.7014,-94.9205
Fog,Moderate,43.9888,-76.0262
Snow,Light,43.9888,-76.0262
Snow,Light,43.9888,-76.0262
Rain,Light,28.866,-82.5741
Rain,Light,28.866,-82.5741
Rain,Light,28.866,-82.5741
Rain,Light,28.866,-82.5741
Rain,Light,28.866,-82.5741
Snow,Light,32.3311,-102.5294
Snow,Light,32.3311,-102.5294
Snow,Light,32.3311,-102.5294
Cold,Severe,41.4148,-96.109
Cold,Severe,41.4148,-96.109
Fog,Severe,47.2765,-121.3382
Fog,Severe,47.2765,-121.3382
Fog,Severe,47.2765,-121.3382
Fog,Severe,47.2765,-121.3382
Cold,Severe,39.5351,-89.3294
Snow,Light,42.129,-86.4151
Fog,Severe,42.129,-86.4151
Snow,Light,42.129,-86.4151
Fog,Severe,42.129,-86.4151
Snow,Light,42.129,-86.4151
Snow,Light,42.129,-86.4151
Snow,Light,42.129,-86.4151
Snow,Light,42.129,-86.4151
Fog,Moderate,42.129,-86.4151
Snow,Light,42.129,-86.4151
Fog,Moderate,42.129,-86.4151
Snow,Light,42.129,-86.4151
Fog,Moderate,42.129,-86.4151
Snow,Light,42.129,-86.4151
Fog,Moderate,42.129,-86.4151
Snow,Light,42.129,-86.4151
Fog,Moderate,42.129,-86.4151
Snow,Light,42.129,-86.4151
Fog,Moderate,42.129,-86.4151
Snow,Light,42.129,-86.4151
Rain,Light,31.3213,-85.4496
Rain,Light,31.3213,-85.4496
Snow,Light,32.0365,-102.101
Rain,Light,30.3371,-81.5127
Rain,Light,30.3371,-81.5127
Rain,Light,30.3371,-81.5127
Cold,Severe,45.9264,-89.7307
Snow,Light,45.9264,-89.7307
Fog,Moderate,45.9264,-89.7307
Snow,Light,45.9264,-89.7307
Fog,Moderate,45.9264,-89.7307
Cold,Severe,37.086999999999996,-84.07700000000001
Snow,Light,42.312,-85.2414
Snow,Light,42.312,-85.2414
Snow,Light,42.312,-85.2414
Fog,Moderate,42.312,-85.2414
Snow,Light,42.312,-85.2414
Cold,Severe,40.4124,-86.9474
Snow,Light,41.7072,-86.3164
Snow,Light,41.7072,-86.3164
Fog,Severe,41.7072,-86.3164
Snow,Light,41.7072,-86.3164
Cold,Severe,38.3154,-76.5501
Snow,Light,34.6439,-86.7861
Fog,Moderate,41.7984,-78.6354
Snow,Light,41.7984,-78.6354
Fog,Moderate,41.7984,-78.6354
Cold,Severe,41.7984,-78.6354
Snow,Light,41.7984,-78.6354
Cold,Severe,41.7984,-78.6354
Fog,Severe,41.7984,-78.6354
Snow,Light,41.7984,-78.6354
Snow,Light,41.7984,-78.6354
Snow,Light,41.7984,-78.6354
Fog,Moderate,41.7984,-78.6354
Snow,Light,41.7984,-78.6354
Fog,Severe,41.7984,-78.6354
Snow,Light,41.7984,-78.6354
Fog,Severe,41.7984,-78.6354
Fog,Moderate,41.7984,-78.6354
Snow,Light,41.7984,-78.6354
Snow,Light,41.0254,-80.4134
Snow,Light,41.0254,-80.4134
Snow,Light,41.0254,-80.4134
Snow,Light,41.0254,-80.4134
Rain,Light,27.7734,-97.51299999999999
Rain,Light,27.7734,-97.51299999999999
Fog,Severe,35.6694,-120.6291
Fog,Severe,35.6694,-120.6291
Fog,Severe,35.6694,-120.6291
Cold,Severe,40.711,-86.375
Cold,Severe,40.711,-86.375
Rain,Light,32.4122,-80.6344
Fog,Moderate,32.4122,-80.6344
Fog,Moderate,32.4122,-80.6344
Fog,Moderate,32.4122,-80.6344
Fog,Moderate,32.4122,-80.6344
Fog,Moderate,32.4122,-80.6344
Fog,Moderate,32.4122,-80.6344
Fog,Moderate,41.5651,-81.4864
Snow,Light,41.5651,-81.4864
Snow,Light,41.5651,-81.4864
Fog,Moderate,27.9889,-82.0186
Rain,Light,27.9889,-82.0186
Rain,Light,32.4831,-81.7372
Rain,Light,32.6091,-82.3699
Cold,Severe,40.727,-99.0068
Cold,Severe,40.727,-99.0068
Cold,Severe,40.727,-99.0068
Snow,Light,40.727,-99.0068
Fog,Severe,33.2194,-117.3494
Fog,Severe,33.2194,-117.3494
Fog,Severe,33.2194,-117.3494
Fog,Moderate,33.2194,-117.3494
Fog,Moderate,44.3591,-84.6739
Snow,Light,44.3591,-84.6739
Fog,Moderate,44.3591,-84.6739
Snow,Light,44.3591,-84.6739
Snow,Light,41.3461,-82.1794
Snow,Light,41.3461,-82.1794
Fog,Moderate,41.3461,-82.1794
Snow,Light,41.3461,-82.1794
Snow,Light,41.3461,-82.1794
Snow,Light,38.0575,-83.9829
Snow,Light,38.0575,-83.9829
Snow,Light,38.0575,-83.9829
Fog,Severe,43.467,-108.238
Fog,Severe,43.467,-108.238
Fog,Severe,43.467,-108.238
Fog,Severe,43.467,-108.238
Snow,Light,40.7769,-79.9497
Snow,Light,40.7769,-79.9497
Snow,Light,40.7769,-79.9497
Snow,Light,40.7769,-79.9497
Fog,Severe,35.2368,-120.64200000000001
Fog,Severe,33.1283,-117.2801
Cold,Severe,46.4163,-92.8049
Fog,Severe,43.0622,-108.447
Fog,Severe,43.0622,-108.447
Fog,Severe,43.0622,-108.447
Snow,Light,43.0622,-108.447
Fog,Severe,43.0622,-108.447
Snow,Light,43.0622,-108.447
Snow,Light,43.0622,-108.447
Snow,Light,43.0622,-108.447
Snow,Light,43.0622,-108.447
Cold,Severe,41.9338,-88.7066
Cold,Severe,44.016000000000005,-97.086
Cold,Severe,44.016000000000005,-97.086
Fog,Severe,41.9597,-85.5934
Fog,Moderate,41.9597,-85.5934
Snow,Light,41.9597,-85.5934
Snow,Light,41.9597,-85.5934
Snow,Light,41.9597,-85.5934
Fog,Moderate,41.9597,-85.5934
Snow,Light,41.9597,-85.5934
Snow,Light,41.9597,-85.5934
Cold,Severe,39.6982,-87.6669
Snow,Light,42.7762,-84.5997
Snow,Light,42.7762,-84.5997
Snow,Light,42.7762,-84.5997
Snow,Light,42.7762,-84.5997
Snow,Light,44.4682,-73.1498
Fog,Moderate,44.4682,-73.1498
Cold,Severe,44.4682,-73.1498
Snow,Light,44.4682,-73.1498
Snow,Light,38.9146,-82.0986
Snow,Light,38.9146,-82.0986
Snow,Light,38.9146,-82.0986
Snow,Light,38.9146,-82.0986
Cold,Severe,40.4899,-85.6797
Cold,Severe,40.4899,-85.6797
Cold,Severe,44.0601,-69.0993
Cold,Severe,44.0601,-69.0993
Cold,Severe,41.6394,-91.5445
Fog,Severe,35.4344,-119.0542
Fog,Moderate,35.4344,-119.0542
Fog,Severe,33.6798,-117.8674
Fog,Severe,33.6798,-117.8674
Fog,Moderate,33.6798,-117.8674
Cold,Severe,43.0425,-88.2461
Snow,Light,42.4932,-79.2762
Snow,Light,42.4932,-79.2762
Fog,Moderate,42.4932,-79.2762
Cold,Severe,40.5282,-86.059
Fog,Moderate,38.365,-82.555
Snow,Light,38.365,-82.555
Fog,Moderate,38.365,-82.555
Snow,Light,38.365,-82.555
Fog,Moderate,40.6163,-83.0635
Fog,Severe,40.6163,-83.0635
Rain,Light,27.4981,-80.3767
Cold,Severe,36.1802,-94.1175
Rain,Light,27.5437,-99.4616
Rain,Light,27.5437,-99.4616
Snow,Light,27.5437,-99.4616
Snow,Light,38.9697,-104.8131
Snow,Light,38.9697,-104.8131
Snow,Light,38.9697,-104.8131
Rain,Light,30.0644,-85.5637
Rain,Light,30.0644,-85.5637
Fog,Severe,24.5571,-81.7554
Fog,Severe,24.5571,-81.7554
Fog,Severe,24.5571,-81.7554
Fog,Moderate,24.5571,-81.7554
Fog,Severe,24.5571,-81.7554
Fog,Moderate,24.5571,-81.7554
Fog,Severe,24.5571,-81.7554
Fog,Moderate,24.5571,-81.7554
Fog,Moderate,24.5571,-81.7554
Fog,Severe,24.5571,-81.7554
Fog,Severe,24.5571,-81.7554
Fog,Severe,24.5571,-81.7554
Fog,Severe,24.5571,-81.7554
Snow,Light,42.94,-78.736
Cold,Severe,46.2187,-97.6435
Snow,Light,42.5926,-76.2149
Snow,Light,42.5926,-76.2149
Snow,Light,42.5926,-76.2149
Snow,Light,42.5926,-76.2149
Rain,Light,30.6268,-88.0681
Cold,Severe,35.6681,-95.9486
Snow,Light,40.1365,-80.2902
Snow,Light,40.1365,-80.2902
Cold,Severe,41.828,-94.1598
Cold,Severe,42.4372,-93.8724
Fog,Moderate,34.1997,-118.3654
Fog,Moderate,34.1997,-118.3654
Fog,Moderate,34.1997,-118.3654
Snow,Light,34.6787,-86.6848
Snow,Light,34.6787,-86.6848
Snow,Light,34.915,-88.6035
Snow,Light,34.915,-88.6035
Cold,Severe,47.6458,-101.4394
Fog,Severe,47.1377,-122.4765
Fog,Severe,47.1377,-122.4765
Fog,Severe,47.1377,-122.4765
Rain,Light,47.1377,-122.4765
Rain,Light,47.1377,-122.4765
Rain,Light,47.1377,-122.4765
Fog,Severe,47.1377,-122.4765
Fog,Severe,47.1377,-122.4765
Rain,Light,47.1377,-122.4765
Fog,Severe,47.1377,-122.4765
Rain,Light,47.1377,-122.4765
Rain,Light,47.1377,-122.4765
Cold,Severe,40.6065,-95.8635
Cold,Severe,40.6065,-95.8635
Cold,Severe,42.7748,-96.1924
Hail,Other,29.3665,-100.7847
Rain,Light,28.0614,-81.7568
Rain,Light,28.0614,-81.7568
Rain,Light,28.0614,-81.7568
Rain,Light,28.0614,-81.7568
Cold,Severe,43.2338,-75.407
Snow,Light,43.2338,-75.407
Cold,Severe,42.6909,-88.30799999999999
Fog,Moderate,37.89,-121.2264
Fog,Severe,37.89,-121.2264
Fog,Moderate,37.89,-121.2264
Fog,Moderate,29.3594,-99.1742
Fog,Moderate,37.4611,-122.1151
Cold,Severe,46.8435,-92.1866
Fog,Moderate,37.6255,-120.9549
Cold,Severe,40.7533,-95.4112
Cold,Severe,44.7871,-88.564
Cold,Severe,43.8854,-104.3179
Snow,Light,43.8854,-104.3179
Snow,Light,43.8854,-104.3179
Snow,Light,43.8854,-104.3179
Snow,Light,43.8854,-104.3179
Cold,Severe,39.9371,-91.1966
Rain,Light,32.4774,-80.7232
Fog,Moderate,33.9382,-118.3865
Cold,Severe,43.5237,-89.7734
Cold,Severe,40.0966,-92.54700000000001
Snow,Light,43.6229,-84.743
Snow,Light,43.6229,-84.743
Snow,Light,42.2413,-78.3714
Snow,Light,42.2413,-78.3714
Snow,Light,42.2413,-78.3714
Cold,Severe,41.0189,-94.361
Snow,Light,41.6258,-80.2123
Snow,Light,41.6258,-80.2123
Snow,Light,41.6258,-80.2123
Fog,Severe,41.6258,-80.2123
Snow,Light,41.6258,-80.2123
Fog,Severe,41.6258,-80.2123
Snow,Light,41.6258,-80.2123
Fog,Severe,41.6258,-80.2123
Snow,Light,41.6258,-80.2123
Rain,Light,31.346,-85.6543
Snow,Light,37.1373,-80.6785
Fog,Moderate,41.5631,-83.4764
Fog,Moderate,41.5631,-83.4764
Snow,Light,41.5631,-83.4764
Fog,Moderate,41.5631,-83.4764
Snow,Light,41.5631,-83.4764
Fog,Moderate,41.5631,-83.4764
Cold,Severe,34.2257,-99.2837
Cold,Severe,34.2257,-99.2837
Cold,Severe,34.2257,-99.2837
Cold,Severe,44.6509,-73.4681
Cold,Severe,44.6509,-73.4681
Snow,Light,44.6509,-73.4681
Cold,Severe,44.6509,-73.4681
Snow,Light,42.2068,-75.9799
Snow,Light,42.2068,-75.9799
Snow,Light,33.6637,-101.8206
Cold,Severe,43.8792,-91.25299999999999
Snow,Light,41.8153,-85.4376
Snow,Light,41.8153,-85.4376
Snow,Light,41.8153,-85.4376
Snow,Light,41.8153,-85.4376
Snow,Light,41.8153,-85.4376
Snow,Light,41.8153,-85.4376
Cold,Severe,43.5769,-96.7536
Cold,Severe,48.251999999999995,-101.2689
Rain,Light,30.0719,-83.5736
Rain,Light,30.0719,-83.5736
Rain,Light,30.0719,-83.5736
Snow,Light,41.2747,-85.8401
Snow,Light,41.2747,-85.8401
Snow,Light,41.2747,-85.8401
Snow,Light,41.2747,-85.8401
Cold,Severe,41.7302,-98.0545
Snow,Light,42.2524,-84.9525
Snow,Light,42.2524,-84.9525
Snow,Light,42.2524,-84.9525
Fog,Moderate,42.2524,-84.9525
Snow,Light,42.2524,-84.9525
Snow,Light,42.2524,-84.9525
Snow,Light,42.2524,-84.9525
Fog,Severe,43.9654,-107.9502
Fog,Severe,43.9654,-107.9502
Fog,Severe,46.9733,-122.9033
Fog,Severe,46.9733,-122.9033
Fog,Severe,46.9733,-122.9033
Fog,Severe,46.9733,-122.9033
Fog,Severe,46.9733,-122.9033
Snow,Light,30.3925,-97.5621
Rain,Light,30.3925,-97.5621
Fog,Severe,39.1278,-123.2001
Rain,Light,39.1278,-123.2001
Snow,Light,40.2759,-79.4048
Rain,Light,28.2924,-81.4372
Rain,Light,28.2924,-81.4372
Cold,Severe,47.5928,-95.7735
Snow,Light,31.7784,-95.7047
Snow,Light,42.5658,-84.4232
Snow,Light,42.5658,-84.4232
Snow,Light,42.5658,-84.4232
Snow,Light,42.5658,-84.4232
Fog,Moderate,42.5658,-84.4232
Snow,Light,42.5658,-84.4232
Cold,Severe,44.3852,-98.2286
Cold,Severe,46.5468,-90.9184
Snow,Light,40.2797,-83.1148
Snow,Light,40.2797,-83.1148
Snow,Light,40.2797,-83.1148
Snow,Light,40.2797,-83.1148
Snow,Light,40.2797,-83.1148
Cold,Severe,29.5297,-98.2789
Hail,Other,29.5297,-98.2789
Hail,Other,29.5297,-98.2789
Snow,Light,40.3552,-79.9214
Snow,Light,40.3552,-79.9214
Cold,Severe,41.883,-91.7246
Cold,Severe,48.1739,-103.6367
Cold,Severe,48.1739,-103.6367
Cold,Severe,48.1739,-103.6367
Cold,Severe,48.1739,-103.6367
Snow,Light,41.1219,-100.6683
Snow,Light,35.0564,-89.9863
Snow,Light,41.1382,-75.3797
Snow,Light,41.1382,-75.3797
Rain,Light,37.2863,-107.056
Snow,Light,33.6301,-84.4418
Cold,Severe,44.5333,-69.6755
Cold,Severe,45.1476,-92.5335
Fog,Severe,46.3476,-104.2594
Fog,Severe,46.3476,-104.2594
Fog,Moderate,46.3476,-104.2594
Fog,Moderate,28.0013,-82.1593
Rain,Light,28.0013,-82.1593
Cold,Severe,41.448,-97.3426
Fog,Moderate,32.5723,-116.9802
Fog,Severe,32.5723,-116.9802
Fog,Severe,32.5723,-116.9802
Fog,Moderate,32.5723,-116.9802
Cold,Severe,42.0444,-94.7889
Cold,Severe,44.3227,-94.5024
Snow,Light,45.0166,-84.6894
Fog,Severe,45.0166,-84.6894
Fog,Moderate,45.0166,-84.6894
Fog,Severe,45.0166,-84.6894
Fog,Moderate,45.0166,-84.6894
Snow,Light,45.0166,-84.6894
Cold,Severe,40.4521,-99.3365
Snow,Light,40.4521,-99.3365
Snow,Light,40.4521,-99.3365
Rain,Light,29.6334,-83.1054
Rain,Light,29.6334,-83.1054
Rain,Light,29.6334,-83.1054
Rain,Light,29.6334,-83.1054
Rain,Moderate,29.6334,-83.1054
Rain,Light,29.6334,-83.1054
Rain,Light,29.6334,-83.1054
Rain,Light,29.6334,-83.1054
Rain,Light,29.6334,-83.1054
Rain,Light,29.6334,-83.1054
Snow,Light,44.2035,-72.5623
Fog,Moderate,44.2035,-72.5623
Fog,Severe,44.2035,-72.5623
Cold,Severe,44.2035,-72.5623
Cold,Severe,44.2035,-72.5623
Snow,Light,40.5103,-101.6201
Fog,Moderate,37.6589,-122.1211
Fog,Moderate,37.6589,-122.1211
Fog,Moderate,37.6589,-122.1211
Fog,Moderate,33.0375,-116.9158
Fog,Moderate,33.0375,-116.9158
Fog,Moderate,33.0375,-116.9158
Fog,Moderate,41.5163,-82.8695
Snow,Light,39.2119,-82.2293
Snow,Light,39.2119,-82.2293
Cold,Severe,39.2119,-82.2293
Cold,Severe,47.7069,-104.1926
Cold,Severe,44.9412,-73.0997
Cold,Severe,44.9412,-73.0997
Cold,Severe,44.9412,-73.0997
Cold,Severe,44.9412,-73.0997
Snow,Light,30.3207,-97.7601
Cold,Severe,40.9467,-91.5111
Cold,Severe,41.2406,-96.5946
Cold,Severe,41.2406,-96.5946
Fog,Moderate,45.9746,-86.1718
Fog,Moderate,45.9746,-86.1718
Cold,Severe,44.3342,-89.0202
Snow,Light,37.0318,-85.9537
Snow,Light,46.2532,-84.4771
Fog,Severe,46.2532,-84.4771
Snow,Light,46.2532,-84.4771
Fog,Severe,46.2532,-84.4771
Snow,Light,46.2532,-84.4771
Fog,Severe,46.2532,-84.4771
Fog,Moderate,46.2532,-84.4771
Snow,Light,46.2532,-84.4771
Fog,Moderate,47.4447,-122.3144
Snow,Light,40.8203,-82.5178
Fog,Moderate,40.8203,-82.5178
Fog,Moderate,40.8203,-82.5178
Snow,Light,40.8203,-82.5178
Cold,Severe,46.8404,-96.6544
Snow,Light,30.9119,-102.9167
Snow,Light,42.6632,-83.4101
Cold,Severe,40.5176,-90.6481
Cold,Severe,44.2595,-88.5157
Cold,Severe,44.4804,-103.788
Cold,Severe,44.4804,-103.788
Cold,Severe,44.4804,-103.788
Cold,Severe,44.4804,-103.788
Cold,Severe,44.4804,-103.788
Cold,Severe,44.4804,-103.788
Snow,Light,42.9931,-84.1389
Snow,Light,42.9931,-84.1389
Cold,Severe,40.3013,-96.7541
Cold,Severe,40.3013,-96.7541
Cold,Severe,40.3013,-96.7541
Fog,Moderate,33.3013,-117.3551
Fog,Severe,33.3013,-117.3551
Fog,Severe,33.3013,-117.3551
Fog,Severe,33.3013,-117.3551
Cold,Severe,41.9619,-100.5689
Cold,Severe,41.9619,-100.5689
Fog,Moderate,41.9619,-100.5689
Snow,Light,41.9619,-100.5689
Snow,Light,41.9619,-100.5689
Cold,Severe,44.3592,-89.8369
Rain,Light,26.1758,-98.2386
Cold,Severe,40.6615,-91.3267
Cold,Severe,43.0194,-91.1211
Cold,Severe,42.2419,-96.9814
Snow,Light,40.5716,-102.2768
Snow,Light,40.5716,-102.2768
Snow,Light,40.3268,-82.5201
Snow,Light,40.3268,-82.5201
Rain,Light,27.7685,-82.6256
Rain,Light,27.7685,-82.6256
Rain,Light,27.7685,-82.6256
Rain,Light,27.7685,-82.6256
Fog,Severe,36.78,-119.7194
Fog,Severe,36.78,-119.7194
Fog,Moderate,36.78,-119.7194
Cold,Severe,43.4285,-88.7017
Snow,Light,42.4908,-76.4583
Snow,Light,42.4908,-76.4583
Fog,Moderate,39.2966,-80.2281
Fog,Moderate,39.2966,-80.2281
Snow,Light,39.2966,-80.2281
Cold,Severe,44.6381,-90.1875
Snow,Light,39.7852,-104.5431
Snow,Light,39.7852,-104.5431
Snow,Light,39.7852,-104.5431
Fog,Moderate,39.7852,-104.5431
Fog,Severe,40.8193,-76.8658
Cold,Severe,44.9047,-97.1494
Cold,Severe,42.8984,-72.2708
Cold,Severe,42.8984,-72.2708
Cold,Severe,42.8984,-72.2708
Cold,Severe,41.3119,-95.9018
Cold,Severe,40.2895,-88.1473
Rain,Light,32.2244,-80.6975
Rain,Light,32.2244,-80.6975
Rain,Light,32.2244,-80.6975
Rain,Light,32.2244,-80.6975
Fog,Moderate,36.0296,-119.0627
Fog,Severe,36.0296,-119.0627
Fog,Moderate,36.0296,-119.0627
Cold,Severe,39.8453,-89.684
Snow,Light,40.8534,-77.8401
Snow,Light,40.8534,-77.8401
Snow,Light,35.919000000000004,-75.6955
Snow,Light,35.919000000000004,-75.6955
Snow,Light,35.919000000000004,-75.6955
Cold,Severe,44.8936,-91.8665
Cold,Severe,44.8936,-91.8665
Fog,Severe,42.375,-122.87700000000001
Rain,Light,28.4676,-80.5666
Rain,Light,28.4676,-80.5666
Rain,Moderate,28.4676,-80.5666
Rain,Light,28.4676,-80.5666
Rain,Light,28.4676,-80.5666
Rain,Light,28.4676,-80.5666
Rain,Light,28.4676,-80.5666
Rain,Light,28.4676,-80.5666
Rain,Light,28.4676,-80.5666
Rain,Light,28.4676,-80.5666
Rain,Light,28.4676,-80.5666
Rain,Light,28.4676,-80.5666
Cold,Severe,45.1566,-89.1114
Snow,Light,37.9071,-85.9721
Snow,Light,37.9071,-85.9721
Fog,Moderate,27.6926,-97.2911
Cold,Severe,43.7331,-103.6114
Snow,Light,41.672,-70.2697
Cold,Severe,33.3078,-111.6555
Snow,Light,34.295,-103.786
Snow,Light,39.8138,-82.9278
Fog,Moderate,45.5958,-122.6092
Fog,Severe,45.5958,-122.6092
Snow,Light,29.8958,-97.8664
Cold,Severe,47.7453,-90.3457
Snow,Light,41.6101,-84.1272
Snow,Light,41.6101,-84.1272
Snow,Light,41.6101,-84.1272
Snow,Light,41.6101,-84.1272
Snow,Light,41.6101,-84.1272
Fog,Moderate,41.6101,-84.1272
Snow,Light,41.6101,-84.1272
Snow,Light,46.5275,-90.1314
Cold,Severe,46.5275,-90.1314
Fog,Moderate,46.5275,-90.1314
Cold,Severe,41.9842,-95.38
Cold,Severe,45.8069,-108.5422
Snow,Light,43.1167,-77.6767
Snow,Light,43.1167,-77.6767
Rain,Light,28.5148,-80.7992
Rain,Light,28.5148,-80.7992
Cold,Severe,41.4059,-95.0465
Snow,Light,41.7033,-86.8212
Snow,Light,41.7033,-86.8212
Snow,Light,41.7033,-86.8212
Fog,Moderate,41.7033,-86.8212
Snow,Light,41.7033,-86.8212
Fog,Moderate,41.7033,-86.8212
Snow,Light,41.7033,-86.8212
Rain,Light,30.1838,-82.5684
Rain,Light,30.1838,-82.5684
Cold,Severe,40.8941,-97.9946
